id,subject,question,answer,mean_semantic_sim,max_sim,min_sim,std_sim,range_sim,mean_jaccard_sim,std_jaccard_sim,mean_entity_overlap,max_entity_overlap,mean_inter_semantic_sim,std_inter_semantic_sim,PPL_Stem,PPL_Option_Mean,PPL_Gap,PPL_Range,is_Why,is_How,is_When,is_Compare,is_Negation
1,Văn_học,Từ Văn_hoá trong văn_bản Phong_cách Hồ_Chí_Minh được hiểu Các đáp_án :,A. Học_vấn,0.8901872634887695,0.9179547429084778,0.871351420879364,0.020046578720211983,0.04660332202911377,0.20000000000000004,2.7755575615628914e-17,0.0,0.0,0.8665687441825867,0.008541240356862545,44.21025085449219,51.91018486022949,7.699934005737305,11.327945709228516,0,0,0,0,0
2,Văn_học,Ý nào nói lên việc tiếp_thu có chọn_lọc tinh_hoa văn_hoá nước_ngoài của Hồ_Chí_Minh không được nêu trong bài viết Các đáp_án :,D. Luôn_luôn đề_cao bản_sắc văn_hoá của dân_tộc,0.8248567581176758,0.8530576825141907,0.79069983959198,0.025803491473197937,0.06235784292221069,0.05555555555555555,0.07856742013183861,0.0,0.0,0.8213803172111511,0.02556370384991169,36.797489166259766,35.45661449432373,1.3408746719360352,15.251169204711914,0,0,0,0,1
3,Văn_học,Vấn_đề chủ_yếu được nói tới trong văn_bản Phong_cách Hồ_Chí_Minh là gì Các đáp_án :,A. Phong_cách làm_việc và nếp sống của Chủ_tịch Hồ_Chí_Minh,0.8632743954658508,0.8852735161781311,0.8244219422340393,0.02755305916070938,0.0608515739440918,0.2874577748719625,0.022454827281057,0.0,0.0,0.8543742299079895,0.027473390102386475,33.54276657104492,35.41684293746948,1.8740763664245605,16.33411979675293,0,0,0,0,0
4,Văn_học,Theo tác_giả quan_niệm thẩm_mĩ về cuộc_sống của Chủ_tịch Hồ_Chí_Minh là gì Các đáp_án :,D. Cái đẹp là sự giản_dị tự_nhiên thanh_cao,0.8561058044433594,0.8638660311698914,0.8428316712379456,0.009430945850908756,0.0210343599319458,0.029644268774703556,0.020977184885494937,0.0,0.0,0.8571898341178894,0.021696602925658226,43.35961151123047,41.27939701080322,2.080214500427246,36.99710464477539,0,0,0,0,0
5,Văn_học,Từ nào sau đây trái_nghĩa với truân_chuyên Các đáp_án :,D. Nhàn_nhã,0.803111732006073,0.8408526182174683,0.7309646010398865,0.051033858209848404,0.10988801717758179,0.0,0.0,0.0,0.0,0.8015448451042175,0.033448226749897,91.93536376953125,11456.92088508606,11364.985521316528,45453.47261810303,0,0,0,0,0
6,Văn_học,Trong đoạn văn sau tác_giả đã sử_dụng biện_pháp nghệ_thuật gì để làm nổi_bật phong_cách của Hồ_Chí_Minh Nếp sống giản_dị và thanh_đạm của Bác_Hồ cũng như các vị danh_nho xưa hoàn_toàn không phải là một_cách tự thần_thánh_hoá tự làm cho khác đời hơn đời mà đây là lối sống thanh_cao một_cách di_dưỡng tinh_thần một quan_niệm thẩm_mĩ về cuộc_sống có khả_năng đem lại hạnh_phúc thanh_cao cho tâm_hồn và thể_xác Các đáp_án :,C. Sử_dụng phép tăng_tiến,0.7771880626678467,0.7945902943611145,0.7533242106437683,0.017455413937568665,0.04126608371734619,0.3222222222222222,0.01571348402636772,0.0,0.0,0.7856958508491516,0.005532784853130579,23.510515213012695,64.45923328399658,40.94871807098389,63.27044677734375,0,0,0,0,1
7,Văn_học,Chủ_tịch Hồ_Chí_Minh được UNESCO công_nhận là Các đáp_án :,B. Danh_nhân văn_hoá thế_giới,0.7885122299194336,0.7903338670730591,0.7866906523704529,0.0018216073513031006,0.003643214702606201,0.0,0.0,0.0,0.0,0.8367905616760254,0.0,48.59857940673828,72.30238469441731,23.70380528767903,68.54347229003906,0,0,0,0,0
8,Văn_học,Em hiểu từ phong_cách trong Phong_cách Hồ_Chí_Minh có nghĩa là gì Các đáp_án :,B. Lối sống cung_cách sinh_hoạt làm_việc hoạt_động ứng_xử tạo nên cái riêng của một người nào đó,0.7677103877067566,0.7818849086761475,0.7470285892486572,0.014955481514334679,0.034856319427490234,0.02842025699168556,0.02015066691211082,0.0,0.0,0.8072302341461182,0.04340431094169617,84.70484161376953,30.326452255249023,54.37838935852051,32.0081729888916,0,0,0,0,0
9,Văn_học,Đoạn văn sau được viết theo phương_thức biểu_đạt chính nào Trong cuộc_đời đầy truân_chuyên của mình Chủ_tịch Hồ_Chí_Minh đã tiếp_xúc với văn_hoá nhiều nước nhiều vùng trên thế_giới cả ở phương Đông và phương Tây_Trên những con tàu vượt trùng_dương Người đã ghé lại nhiều hải_cảng đã thăm các nước châu_Phi châu_Á_châu Mĩ_Người đã từng sống dài ngày ở Pháp ở Anh Người nói và viết thạo nhiều thứ tiếng ngoại_quốc Pháp Anh_Hoa Nga và Người đã làm nhiều nghề Các đáp_án :,A. Thuyết_minh,0.883525550365448,0.8924936056137085,0.8777168989181519,0.0064329528249800205,0.01477670669555664,0.0,0.0,0.0,0.0,0.8739709258079529,0.009115373715758324,16.70374298095703,252.55889129638672,235.8551483154297,624.2038345336914,0,0,0,0,0
10,Văn_học,Phong_cách sống của Hồ_Chí_Minh được tác_giả so_sánh với những_ai Các đáp_án :,C. Các danh_nho Việt_Nam thời xưa Nguyễn_Bỉnh_Khiêm_Nguyễn Trãi,0.8221468925476074,0.8328465223312378,0.8031596541404724,0.013462054543197155,0.02968686819076538,0.14860681114551083,0.07486031406944121,0.0,0.0,0.8626047968864441,0.0195782333612442,37.815155029296875,72.19374465942383,34.37858963012695,65.21927261352539,0,0,0,0,0
